recipe_title;category;subcategory;description;ingredients;directions;num_ingredients;num_steps
Maple Bacon Monkey Bread;Breakfast And Brunch;Breakfast Bacon;This monkey bread recipe is a blend of two existing recipes. The idea was courtesy of the St. Louis Post Dispatch. It's a sweet monkey bread with a special ingredient — salty bacon!;"[""cooking spray"", ""1 (12 ounce) package bacon"", ""\u00bd cup margarine"", ""\u00be cup packed dark brown sugar"", ""\u00bd cup maple syrup"", ""\u00be cup white sugar"", ""2 teaspoons ground cinnamon"", ""2 (16.3 ounce) packages refrigerated biscuit dough, separated and cut into quarters""]";"[""Preheat the oven to 350 degrees F (175 degrees C). Coat the inside of a 9-inch fluted tube pan (such as Bundt) with cooking spray."", ""Cook bacon in a large skillet over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Drain on paper towels. Crumble when cool enough to handle; discard any pieces that are all fat."", ""Melt margarine in a small saucepan over medium heat; stir in brown sugar and maple syrup and bring to a boil. Cook and stir until mixture begins to foam, about 1 minute. Remove from the heat."", ""Mix white sugar and cinnamon in a resealable plastic bag. Add 6 to 8 biscuit pieces at a time to the bag; shake until well coated. Place sugared biscuits onto a plate and repeat to coat the rest."", ""Empty any sugar mixture from the resealable bag into maple syrup mixture; place the saucepan over medium heat and stir until sugar dissolves, 2 to 3 minutes."", ""Make four layers of ingredients in the prepared pan as follows: bacon, maple syrup mixture, biscuits. Finish with the last drizzle of maple syrup mixture."", ""Bake in the preheated oven until biscuits are cooked through, about 35 minutes. Allow to cool in the pan for 10 to 20 minutes, then invert onto a serving plate.""]";8;7
Bacon, Potato, and Egg Taco Ole;Breakfast And Brunch;Breakfast Bacon;These potato and egg tacos can be a comforting breakfast or fast dinner food. Onions are sautéed with potatoes and eggs, then served with crispy bacon on warm flour or corn tortillas or buttered toast. Add your favorite salsa for a zesty zip!;"[""8 bacon strips"", ""8 eggs"", ""\u2153 cup milk"", ""3 tablespoons water"", ""salt and pepper to taste"", ""\u2153 cup diced onion"", ""2 large potatoes, peeled and chopped"", ""1 tablespoon butter"", ""4 corn or flour tortilla""]";"[""Place bacon in a skillet over medium-high heat and cook until evenly browned. Remove bacon with a slotted spoon; drain on paper towels. Crumble bacon and set aside. Keep bacon drippings in the skillet."", ""Mix eggs, milk, water, salt, and pepper in a bowl until combined."", ""Add potatoes to bacon drippings in the skillet and cook over medium heat until semi-soft. Stir in onions. Cook and stir for 1 minute. Pour egg mixture into the skillet. Stir in crumbled bacon and butter. Cook until eggs set to your desired firmness."", ""Spoon egg mixture into tortillas and serve.""]";9;4
Spinach Bacon Egg Casserole;Breakfast And Brunch;Breakfast Bacon;This casserole is very similar to a famous Missouri bakery's recipe for spinach bacon egg soufflé. This method is faster and easier, so it works better for families!;"[""\u00bd pound bacon"", ""1 red bell pepper, chopped"", ""\u00bc cup minced onion"", ""1 (10 ounce) package frozen chopped spinach, thawed and drained"", ""8 large eggs"", ""\u00be cup whole milk"", ""1 teaspoon garlic salt"", ""\u00bc teaspoon ground black pepper"", ""\u00bd cup shredded Monterey Jack cheese"", ""\u00bc cup finely shredded Asiago cheese""]";"[""Preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking pan."", ""Place bacon in a large skillet and cook over medium-high heat, turning occasionally, until evenly browned, about 10 minutes. Transfer bacon to a paper towel-lined plate and drain grease from the skillet. Chop bacon; set aside."", ""Saut\u00e9 bell pepper and onion in the same skillet over medium-high heat until tender, 5 to 10 minutes. Spread spinach into the bottom of the prepared baking pan; top with bacon and bell pepper mixture."", ""Beat eggs in a bowl with a fork. Add milk, garlic salt, and pepper to eggs and beat until well combined. Pour egg mixture over bacon mixture and sprinkle with Monterey Jack cheese and Asiago cheese."", ""Bake in the preheated oven until a knife inserted into the center comes out clean, 35 to 45 minutes.""]";10;5
Easy Sausage Gravy and Biscuits;Breakfast And Brunch;Breakfast Sausage;This biscuits and gravy recipe uses jumbo buttermilk biscuits and pork sausage crumbles for a hearty, family-favorite breakfast that's ready in just 15 minutes.;"[""1 (16 ounce) can refrigerated jumbo buttermilk biscuits"", ""1 (9.6 ounce) package Jimmy Dean\u00ae Original Hearty Pork Sausage Crumbles"", ""\u00bc cup flour"", ""2 \u00bd cups milk"", ""salt and freshly ground black pepper to taste""]";"[""Gather all ingredients."", ""Preheat the oven to 350 degrees F (175 degrees C). Arrange biscuits 1 to 2 inches apart on an ungreased cookie sheet. Bake in the preheated oven until golden brown, about 13 to 15 minutes."", ""Meanwhile, cook sausage in a large skillet over medium heat until thoroughly heated, stirring frequently, about 5 to 6 minutes."", ""Stir in flour until well combined."", ""Gradually add milk, stirring continuously, until the gravy thickens and comes to a boil. Reduce heat to medium-low; simmer and stir for 2 more minutes. Season to taste with salt and pepper."", ""Split biscuits in half. Place 2 halves on each of 8 plates; top with about 1/3 cup gravy.""]";5;6
Sausage Balls;Breakfast And Brunch;Breakfast Sausage;These 3-ingredient sausage balls are a real crowd pleaser, whether you serve them as a breakfast or brunch treat, a party appetizer, a game-day nibble, or a holiday hors d'oeuvre. Savory sausage, store-bought biscuit mix, and sharp Cheddar cheese team up for a yummy savory flavor that can't be beaten! My family makes these every Christmas morning.;"[""1 pound ground pork sausage, at room temperature"", ""2 cups biscuit baking mix"", ""1 pound sharp Cheddar cheese, shredded""]";"[""Gather all ingredients. Preheat the oven to 350 degrees F (175 degrees C)."", ""Combine room temperature sausage and biscuit mix in a large bowl; mix with your hands until well combined."", ""Add shredded Cheddar cheese and mix until fully incorporated."", ""Roll mixture into about 30 walnut-sized balls; transfer to a baking sheet."", ""Bake in the preheated oven until golden brown and sausage is cooked through, 20 to 25 minutes.""]";3;5
Crescent Sausage Egg Roll-Ups;Breakfast And Brunch;Breakfast Sausage;These crescent sausage and egg roll-ups, scrambled egg and a sausage link baked inside a crescent roll, make a great breakfast, at home or as a grab-and-go meal.;"[""2 large eggs"", ""2 tablespoons milk"", ""1 tablespoon butter"", ""salt and freshly ground black pepper to taste"", ""1 (8 ounce) tube crescent rolls,"", ""8 breakfast sausage links,""]";"[""Preheat the oven to 350 degrees F 180 degrees C)."", ""Whisk eggs and milk together in a bowl until combined. Melt butter in a skillet over medium heat. Add egg mixture and cook, stirring constantly, until eggs are set, about 3 minutes. Season with salt and pepper."", ""Unroll crescent roll dough and separate into 8 triangles. Add 1 tablespoon scrambled egg and 1 sausage to the wide end of a crescent roll. Roll up to enclose contents; place on an ungreased baking sheet. Repeat with remaining ingredients."", ""Bake in the preheated oven until golden brown, 13 to 16 minutes.""]";6;4
Air Fryer Sausage Patties;Breakfast And Brunch;Breakfast Sausage;These air fryer sausage patties will be nicely browned. The best part is — you will avoid grease splatter all over your stovetop!;"[""1 (12 ounce) package sausage patties (such as Johnsonville\u00ae)"", ""1 serving nonstick cooking spray""]";"[""Grab your ingredients, and preheat an air fryer to 400 degrees F (200 degrees C). Lightly grease the inside of the air fryer basket with nonstick spray."", ""Arrange sausage patties in a single layer in the air fryer basket."", ""Cook in the preheated air fryer for 5 minutes; flip the patties and cook about 3 minutes more. An instant-read thermometer inserted into the center of a patty should read at least 160 degrees F (70 degrees C)."", ""Serve hot and enjoy!""]";2;4
Sausage Casserole;Breakfast And Brunch;Breakfast Sausage;This sausage casserole recipe makes a mouth-watering, bowl-scraping good breakfast or dinner!;"[""1 pound sage flavored breakfast sausage"", ""3 cups shredded potatoes, drained and pressed"", ""\u00bc cup butter, melted"", ""1 (16 ounce) container small curd cottage cheese"", ""12 ounces mild Cheddar cheese, shredded"", ""\u00bd cup onion, shredded"", ""6 jumbo eggs""]";"[""Gather the ingredients. Preheat the oven to 375 degrees F (190 degrees C). Lightly grease a 9x13-inch baking dish."", ""Heat a large, deep skillet over medium-high heat. Cook sausage in the hot skillet until evenly browned and crumbly, 5 to 7 minutes. Drain and discard grease."", ""Stir together shredded potatoes and butter in the prepared baking dish; lightly press mixture into the bottom and sides of the dish."", ""Mix together sausage, cottage cheese, Cheddar cheese, onion, and eggs in a bowl. Pour over potato mixture."", ""Bake in the preheated oven until a toothpick inserted into the center of casserole comes out clean, about 1 hour. Let cool for 5 minutes before serving."", ""Enjoy!""]";7;6
Spinach, Sausage, and Egg Casserole;Breakfast And Brunch;Breakfast Sausage;This spinach egg casserole without bread is always a big hit. I created it after my boyfriend described an egg casserole I couldn't find a recipe for. Everyone loves it!;"[""1 pound breakfast sausage"", ""11 large eggs"", ""\u00be cup milk"", ""2 cups shredded sharp Cheddar cheese"", ""1 (10 ounce) package frozen chopped spinach, thawed and drained"", ""1 teaspoon dried oregano""]";"[""Gather all ingredients and preheat the oven to 350 degrees F (175 degrees C). Grease a 9x13-inch baking dish."", ""Heat a large skillet over medium-high heat. Cook and stir sausage in the hot skillet until browned and crumbly, 5 to 7 minutes; drain and discard grease."", ""Beat together eggs and milk in a large bowl."", ""Stir in cooked sausage, Cheddar cheese, spinach, and oregano until well combined; pour into the prepared baking dish."", ""Bake in the preheated oven until a knife inserted into the center of casserole comes out clean, 30 to 40 minutes.""]";6;5
Papas con Chorizo;Breakfast And Brunch;Breakfast Sausage;This recipe for papas con chorizo is a very common breakfast in Mexico. Just grab a tortilla, fill it with papas con chorizo, top it with salsa and avocado and breakfast is ready! Scramble some eggs in your skillet along with the chorizo mixture and now you have huevos con papas y chorizo.;"[""1 (9 ounce) package Mexican chorizo sausage, casings removed"", ""1 \u00bd tablespoons bacon drippings"", ""2 cups diced potatoes"", ""\u2153 cup chopped onion"", ""1 serrano chile pepper, chopped"", ""\u00bd teaspoon salt, or to taste"", ""\u00bc teaspoon freshly ground black pepper, or to taste""]";"[""Cook chorizo in a large skillet over medium-high heat until turns dark red, 6 to 8 minutes, stirring frequently. Transfer chorizo to a bowl; set aside."", ""Melt bacon grease in the same skillet over medium to medium-high heat. Add potatoes; cook and stir for 10 minutes. Add onion and serrano; cook and stir until potatoes are fork-tender, onion is translucent, and serrano is soft, 2 to 6 minutes more. Return chorizo to the skillet; stir until heated through. Season with salt and black pepper.""]";7;2
Turkey Breakfast Sausage;Breakfast And Brunch;Breakfast Sausage;Homemade turkey breakfast sausage is easy to make. You can use this recipe for chicken and pork as well.;"[""2 pounds ground turkey"", ""1 tablespoon brown sugar"", ""2 teaspoons kosher salt"", ""1 \u00bd teaspoons ground black pepper"", ""1 \u00bd teaspoons ground sage"", ""1 \u00bd teaspoons ground thyme"", ""\u00bd teaspoon dried marjoram"", ""\u00bd teaspoon red pepper flakes""]";"[""Mix together turkey, brown sugar, salt, black pepper, sage, thyme, marjoram, and red pepper flakes in a bowl until well combined. Shape turkey mixture into patties."", ""Working in batches, fry patties in a large skillet over medium-high heat until golden brown and no longer pink in the center, 6 to 8 minutes. An instant-read thermometer inserted into the center should read at least 165 degrees F (74 degrees C).""]";8;2
